2023-08-03 00:12:28.037 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 00:35:27.350 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.006 s, total=0.028 s; sync files=4, longest=0.003 s, average=0.002 s; distance=4286 kB, estimate=4302 kB
2023-08-03 00:35:27.936 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:35:27.964 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.006 s, total=0.029 s; sync files=4, longest=0.003 s, average=0.002 s; distance=4286 kB, estimate=4300 kB
2023-08-03 00:36:07.473 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:36:07.499 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.006 s, sync=0.005 s, total=0.027 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4286 kB, estimate=4299 kB
2023-08-03 00:36:07.638 CEST [38908] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:36:35.149 CEST [21480] LOG:  could not receive data from client: An established connection was aborted by the software in your host machine.
	
2023-08-03 00:36:35.611 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:36:35.632 CEST [7640] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.009 s, total=0.022 s; sync files=10, longest=0.002 s, average=0.001 s; distance=4308 kB, estimate=4308 kB
2023-08-03 00:36:36.277 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:36:36.304 CEST [7640] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.006 s, total=0.027 s; sync files=5, longest=0.002 s, average=0.002 s; distance=4287 kB, estimate=4306 kB
2023-08-03 00:36:36.903 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:36:36.930 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.006 s, total=0.028 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4288 kB, estimate=4304 kB
2023-08-03 00:36:37.517 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:36:37.547 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.005 s, sync=0.005 s, total=0.030 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4288 kB, estimate=4303 kB
2023-08-03 00:36:37.673 CEST [10248] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:38:36.929 CEST [37740] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:38:37.563 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:38:37.586 CEST [7640] LOG:  checkpoint complete: wrote 9 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.009 s, total=0.024 s; sync files=8, longest=0.002 s, average=0.002 s; distance=4310 kB, estimate=4310 kB
2023-08-03 00:38:38.216 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:38:38.242 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.005 s, total=0.026 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4289 kB, estimate=4308 kB
2023-08-03 00:38:38.828 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:38:38.855 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.006 s, total=0.028 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4289 kB, estimate=4306 kB
2023-08-03 00:38:39.456 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:38:39.489 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.006 s, sync=0.005 s, total=0.033 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4284 kB, estimate=4304 kB
2023-08-03 00:38:39.614 CEST [23924] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:39:03.248 CEST [2696] LOG:  could not receive data from client: An established connection was aborted by the software in your host machine.
	
2023-08-03 00:39:03.894 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:39:03.906 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.004 s, total=0.013 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4284 kB, estimate=4302 kB
2023-08-03 00:39:04.555 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:39:04.581 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.006 s, total=0.026 s; sync files=4, longest=0.003 s, average=0.002 s; distance=4284 kB, estimate=4300 kB
2023-08-03 00:39:05.169 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:39:05.196 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.009 s, total=0.027 s; sync files=4, longest=0.005 s, average=0.003 s; distance=4285 kB, estimate=4299 kB
2023-08-03 00:39:05.681 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:39:05.698 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.004 s, sync=0.003 s, total=0.017 s; sync files=4, longest=0.001 s, average=0.001 s; distance=4285 kB, estimate=4297 kB
2023-08-03 00:39:05.825 CEST [40184] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:39:05.940 CEST [10836] FATAL:  database 17090 does not exist
2023-08-03 00:40:49.945 CEST [38056] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:40:50.619 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:40:50.641 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.005 s, total=0.022 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4285 kB, estimate=4296 kB
2023-08-03 00:40:51.152 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:40:51.166 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.004 s, total=0.014 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4285 kB, estimate=4295 kB
2023-08-03 00:40:51.735 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:40:51.761 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.006 s, total=0.027 s; sync files=4, longest=0.003 s, average=0.002 s; distance=4286 kB, estimate=4294 kB
2023-08-03 00:40:52.359 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:40:52.388 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.004 s, sync=0.006 s, total=0.030 s; sync files=4, longest=0.003 s, average=0.002 s; distance=4286 kB, estimate=4293 kB
2023-08-03 00:40:52.514 CEST [5272] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:41:09.018 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:41:09.033 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.005 s, total=0.016 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4286 kB, estimate=4293 kB
2023-08-03 00:41:09.575 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:41:09.587 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.003 s, total=0.012 s; sync files=4, longest=0.001 s, average=0.001 s; distance=4286 kB, estimate=4292 kB
2023-08-03 00:41:10.180 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:41:10.205 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.005 s, total=0.026 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4287 kB, estimate=4291 kB
2023-08-03 00:41:49.390 CEST [23968] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:41:59.327 CEST [14548] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:41:59.774 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:41:59.792 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.004 s, sync=0.003 s, total=0.018 s; sync files=4, longest=0.001 s, average=0.001 s; distance=4287 kB, estimate=4291 kB
2023-08-03 00:42:00.430 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:42:00.445 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.004 s, total=0.015 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4287 kB, estimate=4291 kB
2023-08-03 00:42:01.030 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:42:01.044 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.004 s, total=0.015 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4288 kB, estimate=4290 kB
2023-08-03 00:42:01.168 CEST [3908] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:43:00.843 CEST [43220] LOG:  could not receive data from client: An established connection was aborted by the software in your host machine.
	
2023-08-03 00:43:01.443 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:43:01.465 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.005 s, sync=0.004 s, total=0.023 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4288 kB, estimate=4290 kB
2023-08-03 00:43:02.143 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:43:02.160 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.004 s, total=0.017 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4288 kB, estimate=4290 kB
2023-08-03 00:43:02.776 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:43:02.800 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.008 s, total=0.025 s; sync files=4, longest=0.004 s, average=0.002 s; distance=4288 kB, estimate=4290 kB
2023-08-03 00:43:31.481 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:43:31.496 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.003 s, total=0.015 s; sync files=4, longest=0.001 s, average=0.001 s; distance=4289 kB, estimate=4290 kB
2023-08-03 00:43:31.651 CEST [4976] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:44:57.523 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:44:57.609 CEST [7640] LOG:  checkpoint complete: wrote 45 buffers (0.3%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.017 s, sync=0.057 s, total=0.087 s; sync files=37, longest=0.009 s, average=0.002 s; distance=4503 kB, estimate=4503 kB
2023-08-03 00:44:58.148 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:44:58.172 CEST [7640] LOG:  checkpoint complete: wrote 14 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.010 s, total=0.025 s; sync files=13, longest=0.002 s, average=0.001 s; distance=4317 kB, estimate=4485 kB
2023-08-03 00:44:58.664 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:44:58.679 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.004 s, total=0.015 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4318 kB, estimate=4468 kB
2023-08-03 00:45:15.803 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 00:45:15.826 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.006 s, total=0.023 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4318 kB, estimate=4453 kB
2023-08-03 00:45:15.981 CEST [41364] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 00:50:15.831 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 00:50:21.307 CEST [7640] LOG:  checkpoint complete: wrote 49 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.434 s, sync=0.029 s, total=5.476 s; sync files=37, longest=0.003 s, average=0.001 s; distance=220 kB, estimate=4030 kB
2023-08-03 01:06:08.389 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 01:06:09.614 CEST [7640] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.201 s, sync=0.011 s, total=1.225 s; sync files=9, longest=0.003 s, average=0.002 s; distance=34 kB, estimate=3630 kB
2023-08-03 02:09:09.075 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 02:09:11.310 CEST [7640] LOG:  checkpoint complete: wrote 21 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.190 s, sync=0.016 s, total=2.235 s; sync files=10, longest=0.004 s, average=0.002 s; distance=86 kB, estimate=3276 kB
2023-08-03 15:23:22.131 CEST [12132] LOG:  could not receive data from client: An established connection was aborted by the software in your host machine.
	
2023-08-03 15:23:22.699 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 15:23:22.721 CEST [7640] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.005 s, sync=0.007 s, total=0.022 s; sync files=8, longest=0.002 s, average=0.001 s; distance=4336 kB, estimate=4336 kB
2023-08-03 15:23:23.381 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 15:23:23.412 CEST [7640] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.008 s, sync=0.008 s, total=0.032 s; sync files=6, longest=0.003 s, average=0.002 s; distance=4346 kB, estimate=4346 kB
2023-08-03 15:23:23.907 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 15:23:23.931 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.005 s, total=0.024 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4337 kB, estimate=4345 kB
2023-08-03 15:23:35.084 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 15:23:35.116 CEST [7640] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.009 s, sync=0.006 s, total=0.032 s; sync files=4, longest=0.002 s, average=0.002 s; distance=4337 kB, estimate=4345 kB
2023-08-03 15:23:35.264 CEST [26940] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2023-08-03 15:28:35.124 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 15:28:40.204 CEST [7640] LOG:  checkpoint complete: wrote 47 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.037 s, sync=0.030 s, total=5.080 s; sync files=38, longest=0.002 s, average=0.001 s; distance=221 kB, estimate=3932 kB
2023-08-03 15:48:19.105 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 15:48:20.209 CEST [7640] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.085 s, sync=0.008 s, total=1.105 s; sync files=5, longest=0.003 s, average=0.002 s; distance=64 kB, estimate=3545 kB
2023-08-03 15:53:19.215 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 15:53:19.993 CEST [7640] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.758 s, sync=0.006 s, total=0.779 s; sync files=5, longest=0.003 s, average=0.002 s; distance=44 kB, estimate=3195 kB
2023-08-03 15:58:20.002 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 15:58:20.665 CEST [7640] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.640 s, sync=0.009 s, total=0.664 s; sync files=5, longest=0.003 s, average=0.002 s; distance=41 kB, estimate=2880 kB
2023-08-03 16:03:20.672 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 16:03:21.431 CEST [7640] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.744 s, sync=0.007 s, total=0.760 s; sync files=5, longest=0.003 s, average=0.002 s; distance=28 kB, estimate=2595 kB
2023-08-03 16:08:20.434 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 16:08:21.016 CEST [7640] LOG:  checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.550 s, sync=0.010 s, total=0.583 s; sync files=5, longest=0.004 s, average=0.002 s; distance=23 kB, estimate=2337 kB
2023-08-03 16:18:20.038 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 16:18:20.831 CEST [7640] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.768 s, sync=0.009 s, total=0.793 s; sync files=5, longest=0.003 s, average=0.002 s; distance=61 kB, estimate=2110 kB
2023-08-03 16:23:20.832 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 16:23:21.947 CEST [7640] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.095 s, sync=0.006 s, total=1.116 s; sync files=5, longest=0.002 s, average=0.002 s; distance=68 kB, estimate=1906 kB
2023-08-03 16:28:20.948 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 16:28:22.847 CEST [7640] LOG:  checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.866 s, sync=0.016 s, total=1.899 s; sync files=16, longest=0.002 s, average=0.001 s; distance=24 kB, estimate=1718 kB
2023-08-03 16:48:20.881 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 16:48:24.096 CEST [7640] LOG:  checkpoint complete: wrote 31 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.188 s, sync=0.012 s, total=3.216 s; sync files=9, longest=0.003 s, average=0.002 s; distance=26 kB, estimate=1548 kB
2023-08-03 18:36:11.662 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 18:36:15.397 CEST [7640] LOG:  checkpoint complete: wrote 36 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.702 s, sync=0.014 s, total=3.736 s; sync files=9, longest=0.004 s, average=0.002 s; distance=38 kB, estimate=1397 kB
2023-08-03 18:59:25.519 CEST [7640] LOG:  checkpoint starting: time
2023-08-03 18:59:27.084 CEST [7640] LOG:  checkpoint complete: wrote 15 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.536 s, sync=0.011 s, total=1.565 s; sync files=9, longest=0.003 s, average=0.002 s; distance=48 kB, estimate=1262 kB
2023-08-03 19:10:46.724 CEST [28760] LOG:  could not receive data from client: An established connection was aborted by the software in your host machine.
	
2023-08-03 19:10:47.387 CEST [7640] LOG:  checkpoint starting: immediate force wait
2023-08-03 19:10:47.406 CEST [7640] LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.007 s, total=0.020 s; sync files=9, longest=0.001 s, average=0.001 s; distance=4362 kB, estimate=4362 kB
2023-08-03 19:10:47.953 CEST [7640] LOG:  checkpoint starting: immediate force wait
